LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,training_fix.started,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,fix.started,fix.stopped,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpect,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,0,1083,,,,146,W,triangle,0.0010640789987519383,1731.2142935480006,1731.7179667199998,,,,,1,1,,,,,,,,,,,1731.7179667199998,1731.7179667199998,1731.7179667199998,1731.7179667199998,1733.2199529539976,1733.2199529539976,1733.2199529539976,1733.2199529539976,1733.2199529539976,1733.2199529539976,1733.2199529539976,1733.2199529539976,switch,number,numSwt,d,0.46952370200597215,noRew,,3,,,,,high,1733.720427311,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,1,1084,,,,160,S,circle,0.0010932719997072127,1735.7025263359974,1736.206440990998,,,,,1,0,,,,,,,,,,,1736.206440990998,1736.206440990998,1736.206440990998,1736.206440990998,1737.708066698,1737.708066698,1737.708066698,1737.708066698,1737.708066698,1737.708066698,1737.708066698,1737.708066698,repeat,number,numRpt,f,0.5657527399998799,noRew,,3,,,,,high,1738.2923522549972,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,0,1084,,,,132,H,triangle,0.0005617479982902296,1740.274505772999,1740.7781909959995,,,,,0,0,,,,,,,,,,,1740.7781909959995,1740.7781909959995,1740.7781909959995,1740.7781909959995,1742.2798902609975,1742.2798902609975,1742.2798902609975,1742.2798902609975,1742.2798902609975,1742.2798902609975,1742.2798902609975,1742.2798902609975,switch,letter,NA,k,0.41799387800347176,noRew,,3,,,,,high,1742.7301977989991,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,0,1084,,,,125,F,circle,0.0012224349993630312,1744.712846036,1745.2164369639977,,,,,0,1,,,,,,,,,,,1745.2164369639977,1745.2164369639977,1745.2164369639977,1745.2164369639977,1746.7179583039979,1746.7179583039979,1746.7179583039979,1746.7179583039979,1746.7179583039979,1746.7179583039979,1746.7179583039979,1746.7179583039979,repeat,letter,NA,k,0.4517472280022048,noRew,,3,,,,,high,1747.2018932799983,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,10,1094,,,,139,Y,triangle,0.0010442390012030955,1749.1839229159996,1749.6878682149982,,,,,1,1,,,,,,,,,,,1749.6878682149982,1749.6878682149982,1749.6878682149982,1749.6878682149982,1751.189431202998,1751.189431202998,1751.189431202998,1751.189431202998,1751.189431202998,1751.189431202998,1751.189431202998,1751.189431202998,repeat,letter,lettRpt,k,0.4042063010019774,noRew,,3,,,,,high,1751.6232085560005,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,1,1095,,,,167,D,triangle,0.001138632000220241,1753.604845431997,1754.1095539919988,,,,,1,0,,,,,,,,,,,1754.1095539919988,1754.1095539919988,1754.1095539919988,1754.1095539919988,1755.6114580779977,1755.6114580779977,1755.6114580779977,1755.6114580779977,1755.6114580779977,1755.6114580779977,1755.6114580779977,1755.6114580779977,repeat,letter,lettRpt,j,0.41445077000389574,noRew,,3,,,,,high,1756.0451941329993,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,1,1096,,,,174,B,circle,0.0006972580013098195,1758.027417041998,1758.5309254569984,,,,,1,0,,,,,,,,,,,1758.5309254569984,1758.5309254569984,1758.5309254569984,1758.5309254569984,1760.0326251400002,1760.0326251400002,1760.0326251400002,1760.0326251400002,1760.0326251400002,1760.0326251400002,1760.0326251400002,1760.0326251400002,repeat,letter,lettRpt,j,0.5121054600022035,noRew,,3,,,,,high,1760.566507489999,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,10,0,10,0,,,,,,,,,,,,,,,,1,1097,,,,181,U,circle,0.0011091470005339943,1762.5484595199996,1763.0526158350003,,,,,1,0,,,,,,,,,,,1763.0526158350003,1763.0526158350003,1763.0526158350003,1763.0526158350003,1764.5543792479984,1764.5543792479984,1764.5543792479984,1764.5543792479984,1764.5543792479984,1764.5543792479984,1764.5543792479984,1764.5543792479984,switch,number,numSwt,f,0.34271265100323944,noRew,,3,,,,,high,1764.9216361369981,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,11,0,11,0,,,,,,,,,,,,,,,,1,1098,,,,146,W,triangle,0.0012194970004202332,1766.902022192,1767.4074592199977,,,,,1,0,,,,,,,,,,,1767.4074592199977,1767.4074592199977,1767.4074592199977,1767.4074592199977,1768.9092259309982,1768.9092259309982,1768.9092259309982,1768.9092259309982,1768.9092259309982,1768.9092259309982,1768.9092259309982,1768.9092259309982,switch,letter,lettSwt,k,0.3489341880012944,noRew,,3,,,,,high,1769.2761625109997,1770.7777912279998,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,12,0,12,0,,,,,,,,,,,,,,,,0,1098,,,,160,S,triangle,0.000671887999487808,1771.2576460229975,1771.7621360699995,,,,,1,0,,,,,,,,,,,1771.7621360699995,1771.7621360699995,1771.7621360699995,1771.7621360699995,1773.263942685,1773.263942685,1773.263942685,1773.263942685,1773.263942685,1773.263942685,1773.263942685,1773.263942685,repeat,letter,lettRpt,k,0.5230067550037347,noRew,,3,,,,,high,1773.8146829139987,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,13,0,13,0,,,,,,,,,,,,,,,,1,1099,,,,132,H,circle,0.0009417549990757834,1775.7964691309971,1776.3005543029976,,,,,1,0,,,,,,,,,,,1776.3005543029976,1776.3005543029976,1776.3005543029976,1776.3005543029976,1777.8022861579993,1777.8022861579993,1777.8022861579993,1777.8022861579993,1777.8022861579993,1777.8022861579993,1777.8022861579993,1777.8022861579993,repeat,letter,lettRpt,j,0.5753288350024377,noRew,,3,,,,,high,1778.4029624309987,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,14,0,14,0,,,,,,,,,,,,,,,,10,1109,,,,125,F,circle,0.0012835239976993762,1780.3852516019979,1780.8889847350001,,,,,1,0,,,,,,,,,,,1780.8889847350001,1780.8889847350001,1780.8889847350001,1780.8889847350001,1782.3906989649986,1782.3906989649986,1782.3906989649986,1782.3906989649986,1782.3906989649986,1782.3906989649986,1782.3906989649986,1782.3906989649986,switch,number,numSwt,d,0.46759913000278175,noRew,,3,,,,,high,1782.874535062998,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,15,0,15,0,,,,,,,,,,,,,,,,10,1119,,,,139,Y,triangle,0.0006122770028014202,1784.8558224810004,1785.3606953189992,,,,,1,0,,,,,,,,,,,1785.3606953189992,1785.3606953189992,1785.3606953189992,1785.3606953189992,1786.8624945419979,1786.8624945419979,1786.8624945419979,1786.8624945419979,1786.8624945419979,1786.8624945419979,1786.8624945419979,1786.8624945419979,repeat,number,numRpt,d,0.37932454400288407,noRew,,3,,,,,high,1787.2627186089994,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,16,0,16,0,,,,,,,,,,,,,,,,1,1120,,,,181,B,circle,0.0009537039986753371,1789.2445630309994,1789.7490295200005,,,,,1,0,,,,,,,,,,,1789.7490295200005,1789.7490295200005,1789.7490295200005,1789.7490295200005,1791.2505596150004,1791.2505596150004,1791.2505596150004,1791.2505596150004,1791.2505596150004,1791.2505596150004,1791.2505596150004,1791.2505596150004,switch,letter,lettSwt,j,0.4715989620053733,noRew,,3,,,,,high,1791.7509597569988,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,17,0,17,0,,,,,,,,,,,,,,,,1,1121,,,,125,W,triangle,0.0010990839982696343,1793.7326219889983,1794.2369836769976,,,,,1,0,,,,,,,,,,,1794.2369836769976,1794.2369836769976,1794.2369836769976,1794.2369836769976,1795.7387430069975,1795.7387430069975,1795.7387430069975,1795.7387430069975,1795.7387430069975,1795.7387430069975,1795.7387430069975,1795.7387430069975,switch,number,numSwt,d,0.31004222900082823,noRew,,3,,,,,high,1796.072405756,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,18,0,18,0,,,,,,,,,,,,,,,,0,1121,,,,146,H,triangle,0.0012806239974452183,1798.0539402159993,1798.558467824998,,,,,0,0,,,,,,,,,,,1798.558467824998,1798.558467824998,1798.558467824998,1798.558467824998,1800.0602246689996,1800.0602246689996,1800.0602246689996,1800.0602246689996,1800.0602246689996,1800.0602246689996,1800.0602246689996,1800.0602246689996,repeat,number,NA,f,0.37344817600387614,noRew,,3,,,,,high,1800.4607386339994,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,19,0,19,0,,,,,,,,,,,,,,,,1,1122,,,,139,U,circle,0.0011423949981690384,1802.443165165998,1802.9466641639992,,,,,1,1,,,,,,,,,,,1802.9466641639992,1802.9466641639992,1802.9466641639992,1802.9466641639992,1804.4485900209984,1804.4485900209984,1804.4485900209984,1804.4485900209984,1804.4485900209984,1804.4485900209984,1804.4485900209984,1804.4485900209984,switch,letter,lettSwt,k,0.5122471590038913,noRew,,3,,,,,high,1804.9823573169997,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,20,0,20,0,,,,,,,,,,,,,,,,10,1132,,,,160,Y,circle,0.0008219029987230897,1806.963484855998,1807.468590638,,,,,1,0,,,,,,,,,,,1807.468590638,1807.468590638,1807.468590638,1807.468590638,1808.9698760169995,1808.9698760169995,1808.9698760169995,1808.9698760169995,1808.9698760169995,1808.9698760169995,1808.9698760169995,1808.9698760169995,repeat,letter,lettRpt,k,0.4169415940050385,noRew,,3,,,,,high,1809.403646527,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,21,0,21,0,,,,,,,,,,,,,,,,0,1132,,,,174,S,triangle,0.0005548779990931507,1811.3849031110003,1811.889582636999,,,,,1,0,,,,,,,,,,,1811.889582636999,1811.889582636999,1811.889582636999,1811.889582636999,1813.3916453159982,1813.3916453159982,1813.3916453159982,1813.3916453159982,1813.3916453159982,1813.3916453159982,1813.3916453159982,1813.3916453159982,switch,number,numSwt,f,0.5063779190022615,noRew,,3,,,,,high,1813.925571257998,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,22,0,22,0,,,,,,,,,,,,,,,,0,1132,,,,167,D,circle,0.0010446320011396892,1815.906843247998,1816.4114995210002,,,,,0,0,,,,,,,,,,,1816.4114995210002,1816.4114995210002,1816.4114995210002,1816.4114995210002,1817.9131655429992,1817.9131655429992,1817.9131655429992,1817.9131655429992,1817.9131655429992,1817.9131655429992,1817.9131655429992,1817.9131655429992,repeat,number,NA,d,0.520180531002552,noRew,,3,,,,,high,1818.4638506989977,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,23,0,23,0,,,,,,,,,,,,,,,,10,1142,,,,132,F,triangle,0.0008019310007512104,1820.445534524999,1820.9499167369977,,,,,1,1,,,,,,,,,,,1820.9499167369977,1820.9499167369977,1820.9499167369977,1820.9499167369977,1822.4514476779987,1822.4514476779987,1822.4514476779987,1822.4514476779987,1822.4514476779987,1822.4514476779987,1822.4514476779987,1822.4514476779987,repeat,number,numRpt,d,0.40609761500309105,noRew,,3,,,,,high,1822.8855213360002,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,24,0,24,0,,,,,,,,,,,,,,,,1,1143,,,,167,S,circle,0.001160444997367449,1824.8665387090005,1825.3714716699978,,,,,1,0,,,,,,,,,,,1825.3714716699978,1825.3714716699978,1825.3714716699978,1825.3714716699978,1826.8731244449991,1826.8731244449991,1826.8731244449991,1826.8731244449991,1826.8731244449991,1826.8731244449991,1826.8731244449991,1826.8731244449991,switch,letter,lettSwt,k,0.5855491490037821,noRew,,3,,,,,high,1827.4904082059984,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,25,0,25,0,,,,,,,,,,,,,,,,10,1153,,,,132,Y,triangle,0.0012855200002377387,1829.4717478629973,1829.9768731820004,,,,,1,0,,,,,,,,,,,1829.9768731820004,1829.9768731820004,1829.9768731820004,1829.9768731820004,1831.4782120210002,1831.4782120210002,1831.4782120210002,1831.4782120210002,1831.4782120210002,1831.4782120210002,1831.4782120210002,1831.4782120210002,switch,number,numSwt,d,0.3870148620007967,noRew,,3,,,,,high,1831.8956432739978,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,26,0,26,0,,,,,,,,,,,,,,,,10,1163,,,,125,F,circle,0.0011246499998378567,1833.8774845179978,1834.3814564899985,,,,,1,0,,,,,,,,,,,1834.3814564899985,1834.3814564899985,1834.3814564899985,1834.3814564899985,1835.883109729999,1835.883109729999,1835.883109729999,1835.883109729999,1835.883109729999,1835.883109729999,1835.883109729999,1835.883109729999,switch,letter,lettSwt,j,0.5345706490043085,noRew,,3,,,,,high,1836.4503502469997,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,27,0,27,0,,,,,,,,,,,,,,,,10,1173,,,,174,D,triangle,0.0007900659984443337,1838.4324773469998,1838.936453852999,,,,,1,0,,,,,,,,,,,1838.936453852999,1838.936453852999,1838.936453852999,1838.936453852999,1840.4381101889994,1840.4381101889994,1840.4381101889994,1840.4381101889994,1840.4381101889994,1840.4381101889994,1840.4381101889994,1840.4381101889994,switch,number,numSwt,f,0.45146535300227697,noRew,,3,,,,,high,1840.921884665,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,28,0,28,0,,,,,,,,,,,,,,,,0,1173,,,,146,W,triangle,0.001212074999784818,1842.9047377499992,1843.4085675419992,,,,,0,0,,,,,,,,,,,1843.4085675419992,1843.4085675419992,1843.4085675419992,1843.4085675419992,1844.9096034629983,1844.9096034629983,1844.9096034629983,1844.9096034629983,1844.9096034629983,1844.9096034629983,1844.9096034629983,1844.9096034629983,repeat,number,NA,f,0.5233965940024063,noRew,,3,,,,,high,1845.4604132059976,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,29,0,29,0,,,,,,,,,,,,,,,,1,1174,,,,139,B,circle,0.0013773350001429208,1847.442326032,1847.9465459179992,,,,,1,1,,,,,,,,,,,1847.9465459179992,1847.9465459179992,1847.9465459179992,1847.9465459179992,1849.4478407419992,1849.4478407419992,1849.4478407419992,1849.4478407419992,1849.4478407419992,1849.4478407419992,1849.4478407419992,1849.4478407419992,switch,letter,lettSwt,j,0.4511355780014128,noRew,,3,,,,,high,1849.9154222969992,1851.416674115997,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,30,0,30,0,,,,,,,,,,,,,,,,10,1184,,,,181,U,triangle,0.0005337090005923528,1851.8962833869991,1852.4011132289997,,,,,1,0,,,,,,,,,,,1852.4011132289997,1852.4011132289997,1852.4011132289997,1852.4011132289997,1853.9026664029989,1853.9026664029989,1853.9026664029989,1853.9026664029989,1853.9026664029989,1853.9026664029989,1853.9026664029989,1853.9026664029989,switch,number,numSwt,f,0.4024917960050516,noRew,,3,,,,,high,1854.3366776799994,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,31,0,31,0,,,,,,,,,,,,,,,,1,1185,,,,160,H,circle,0.0008813280001049861,1856.3178295969992,1856.8226323519993,,,,,1,0,,,,,,,,,,,1856.8226323519993,1856.8226323519993,1856.8226323519993,1856.8226323519993,1858.3242188099975,1858.3242188099975,1858.3242188099975,1858.3242188099975,1858.3242188099975,1858.3242188099975,1858.3242188099975,1858.3242188099975,switch,letter,lettSwt,j,0.492865474003338,noRew,,3,,,,,high,1858.841707356998,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,0,1185,,,,139,S,star,0.0020352399988041725,1879.661918755999,1880.1653004830005,,,,,0,0,,,,,,,,,,,1880.1653004830005,1880.1653004830005,1880.1653004830005,1880.1653004830005,1881.66700596,1881.66700596,1881.66700596,1881.66700596,1881.66700596,1881.66700596,1881.66700596,1881.66700596,repeat,letter,NA,j,0.38391963600588497,noRew,,4,,,space,7.776614488000632,low,1882.067918288998,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,10,1195,,,,146,D,hexagon,0.0006653890013694763,1884.0490266169982,1884.5536512729996,,,,,1,1,,,,,,,,,,,1884.5536512729996,1884.5536512729996,1884.5536512729996,1884.5536512729996,1886.055125046998,1886.055125046998,1886.055125046998,1886.055125046998,1886.055125046998,1886.055125046998,1886.055125046998,1886.055125046998,repeat,letter,lettRpt,j,0.36942071100202156,noRew,,4,,,,,low,1886.4555003899986,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,0,1195,,,,160,B,star,0.0009508479997748509,1888.4368842349977,1888.9417239029972,,,,,1,0,,,,,,,,,,,1888.9417239029972,1888.9417239029972,1888.9417239029972,1888.9417239029972,1890.4432253099985,1890.4432253099985,1890.4432253099985,1890.4432253099985,1890.4432253099985,1890.4432253099985,1890.4432253099985,1890.4432253099985,repeat,letter,lettRpt,j,0.46960017400124343,noRew,,4,,,,,low,1890.9440598369983,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,10,1205,,,,125,W,hexagon,0.0010898910004470963,1892.9251128879987,1893.4297350300003,,,,,1,0,,,,,,,,,,,1893.4297350300003,1893.4297350300003,1893.4297350300003,1893.4297350300003,1894.9315528739971,1894.9315528739971,1894.9315528739971,1894.9315528739971,1894.9315528739971,1894.9315528739971,1894.9315528739971,1894.9315528739971,repeat,letter,lettRpt,k,0.4541716470012034,noRew,,4,,,,,low,1895.4154546969985,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,0,1205,,,,132,U,star,0.001072627001121873,1897.3972841769973,1897.901453221999,,,,,0,0,,,,,,,,,,,1897.901453221999,1897.901453221999,1897.901453221999,1897.901453221999,1899.4031899319998,1899.4031899319998,1899.4031899319998,1899.4031899319998,1899.4031899319998,1899.4031899319998,1899.4031899319998,1899.4031899319998,switch,number,NA,f,0.4219984840019606,noRew,,4,,,,,low,1899.8537583189973,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,1,1206,,,,181,Y,hexagon,0.0009488130017416552,1901.8361504610002,1902.339771568997,,,,,1,1,,,,,,,,,,,1902.339771568997,1902.339771568997,1902.339771568997,1902.339771568997,1903.8413879439977,1903.8413879439977,1903.8413879439977,1903.8413879439977,1903.8413879439977,1903.8413879439977,1903.8413879439977,1903.8413879439977,switch,letter,lettSwt,k,0.44017138100389275,noRew,,4,,,,,low,1904.308858993998,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
